order_id,customer_id,order_status,order_purchase_ts,order_delivered_customer_ts,order_estimated_delivery_ts,is_late_delivery,items_value,freight_value,payment_value,gross_value
e481f51cbdc54678b7cc49136f2d6af7,9ef432eb6251297304e76186b10a928d,delivered,2017-10-02T10:56:33.0000000,2017-10-10T21:25:13.0000000,2017-10-18T00:00:00.0000000,0,29.99,8.72,38.71,38.71
53cdb2fc8bc7dce0b6741e2150273451,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,2018-07-24T20:41:37.0000000,2018-08-07T15:27:45.0000000,2018-08-13T00:00:00.0000000,0,118.70,22.76,141.46,141.46
47770eb9100c2d0c44946d9cf07ec65d,41ce2a54c0b03bf3443c3d931a367089,delivered,2018-08-08T08:38:49.0000000,2018-08-17T18:06:29.0000000,2018-09-04T00:00:00.0000000,0,159.90,19.22,179.12,179.12
949d5b44dbf5de918fe9c16f97b45f8a,f88197465ea7920adcdbec7375364d82,delivered,2017-11-18T19:28:06.0000000,2017-12-02T00:28:42.0000000,2017-12-15T00:00:00.0000000,0,45.00,27.20,72.20,72.20
ad21c59c0840e6cb83a9ceb5573f8159,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,2018-02-13T21:18:39.0000000,2018-02-16T18:17:02.0000000,2018-02-26T00:00:00.0000000,0,19.90,8.72,28.62,28.62
a4591c265e18cb1dcee52889e2d8acc3,503740e9ca751ccdda7ba28e9ab8f608,delivered,2017-07-09T21:57:05.0000000,2017-07-26T10:57:55.0000000,2017-08-01T00:00:00.0000000,0,147.90,27.36,175.26,175.26
136cce7faa42fdb2cefd53fdc79a6098,ed0271e0b7da060a393796590e7b737a,invoiced,2017-04-11T12:22:08.0000000,,2017-05-09T00:00:00.0000000,0,49.90,16.05,65.95,65.95
6514b8ad8028c9f2cc2374ded245783f,9bdf08b4b3b52b5526ff42d37d47f222,delivered,2017-05-16T13:10:30.0000000,2017-05-26T12:55:51.0000000,2017-06-07T00:00:00.0000000,0,59.99,15.17,75.16,75.16
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,delivered,2017-01-23T18:29:09.0000000,2017-02-02T14:08:10.0000000,2017-03-06T00:00:00.0000000,0,19.90,16.05,35.95,35.95
e69bfb5eb88e0ed6a785585b27e16dbf,31ad1d1b63eb9962463f764d4e6e0c9d,delivered,2017-07-29T11:55:02.0000000,2017-08-16T17:14:30.0000000,2017-08-23T00:00:00.0000000,0,149.99,19.77,169.76,169.76
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16T19:41:10.0000000,2017-05-29T11:18:31.0000000,2017-06-07T00:00:00.0000000,0,198.00,61.06,259.06,259.06
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,2017-07-13T19:58:11.0000000,2017-07-19T14:04:48.0000000,2017-08-08T00:00:00.0000000,0,98.00,16.13,114.13,114.13
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,2018-06-07T10:06:19.0000000,2018-06-19T12:05:52.0000000,2018-07-18T00:00:00.0000000,0,31.90,18.23,50.13,50.13
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,2018-07-25T17:44:10.0000000,2018-07-30T15:52:25.0000000,2018-08-08T00:00:00.0000000,0,19.90,12.80,32.70,32.70
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,2018-03-01T14:14:28.0000000,2018-03-12T23:36:26.0000000,2018-03-21T00:00:00.0000000,0,38.25,16.11,54.36,54.36
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07T19:03:12.0000000,2018-06-21T15:34:32.0000000,2018-07-04T00:00:00.0000000,0,132.40,14.05,146.45,146.45
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02T19:00:43.0000000,2018-01-20T01:38:59.0000000,2018-02-06T00:00:00.0000000,0,1299.00,77.45,1376.45,1376.45
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,2017-12-26T23:41:31.0000000,2018-01-08T22:36:36.0000000,2018-01-29T00:00:00.0000000,0,27.99,15.10,43.09,43.09
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21T00:03:41.0000000,2017-11-27T18:28:00.0000000,2017-12-11T00:00:00.0000000,0,17.90,11.85,29.75,29.75
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26T15:54:26.0000000,2017-11-08T22:22:00.0000000,2017-11-23T00:00:00.0000000,0,76.00,16.97,92.97,92.97
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,2017-09-18T14:31:30.0000000,2017-10-09T22:23:46.0000000,2017-09-28T00:00:00.0000000,1,109.90,8.96,118.86,118.86
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15T08:52:40.0000000,2018-03-19T18:08:32.0000000,2018-03-29T00:00:00.0000000,0,79.99,8.91,88.90,88.90
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03T20:37:35.0000000,2018-02-08T16:13:46.0000000,2018-02-21T00:00:00.0000000,0,9.50,7.78,17.28,17.28
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08T07:55:29.0000000,2018-01-26T17:32:38.0000000,2018-02-21T00:00:00.0000000,0,129.99,57.58,187.57,187.57
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09T11:44:40.0000000,2018-08-13T18:24:27.0000000,2018-08-17T00:00:00.0000000,0,89.90,14.21,104.11,104.11
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20T23:46:53.0000000,2018-03-21T22:03:54.0000000,2018-03-12T00:00:00.0000000,1,109.90,15.53,125.43,125.43
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04T00:00:13.0000000,2018-06-16T15:20:55.0000000,2018-07-18T00:00:00.0000000,0,130.40,97.28,227.68,227.68
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12T01:50:26.0000000,2018-03-21T14:41:50.0000000,2018-03-28T00:00:00.0000000,0,47.90,12.79,60.69,60.69
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02T11:45:38.0000000,2018-05-16T20:56:24.0000000,2018-05-23T00:00:00.0000000,0,178.99,13.69,192.68,192.68
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25T13:50:30.0000000,2018-03-27T23:29:14.0000000,2018-04-13T00:00:00.0000000,0,30.10,33.24,63.34,63.34
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10T11:58:33.0000000,2017-08-18T14:28:02.0000000,2017-08-23T00:00:00.0000000,0,279.00,34.19,313.19,313.19
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16T21:15:39.0000000,2018-05-05T12:28:34.0000000,2018-05-15T00:00:00.0000000,0,186.90,38.00,224.90,224.90
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,2017-12-12T13:56:04.0000000,2018-01-03T18:03:36.0000000,2018-01-08T00:00:00.0000000,0,49.00,14.10,63.10,63.10
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03T12:38:58.0000000,2018-02-22T00:07:55.0000000,2018-03-07T00:00:00.0000000,0,84.90,15.35,100.25,100.25
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,2018-07-29T23:34:51.0000000,2018-07-31T22:48:50.0000000,2018-08-06T00:00:00.0000000,0,179.00,9.41,188.41,188.41
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17T15:59:46.0000000,2018-03-20T00:59:25.0000000,2018-03-20T00:00:00.0000000,1,78.00,28.95,106.95,106.95
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21T18:15:12.0000000,2018-03-13T23:58:43.0000000,2018-03-29T00:00:00.0000000,0,39.90,26.89,66.79,66.79
5acce57f8d9dfd55fa48e212a641a69d,295ae9b35379e077273387ff64354b6f,delivered,2017-07-31T21:37:10.0000000,2017-08-08T21:24:41.0000000,2017-08-22T00:00:00.0000000,0,27.90,15.10,43.00,43.00
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,delivered,2018-06-01T12:23:13.0000000,2018-06-18T21:32:52.0000000,2018-07-17T00:00:00.0000000,0,445.00,63.17,508.17,508.17
7206b86ea789983f7a273ea7fa0bc2a8,3391c4bc11a817e7973e498b0b023158,delivered,2018-03-26T17:12:18.0000000,2018-04-05T22:11:18.0000000,2018-04-12T00:00:00.0000000,0,36.90,12.79,49.69,49.69
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19T18:53:40.0000000,2017-05-31T13:58:46.0000000,2017-06-12T00:00:00.0000000,0,119.99,34.20,154.19,154.19
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24T21:27:48.0000000,2017-12-28T18:59:23.0000000,2017-12-21T00:00:00.0000000,1,339.00,17.12,356.12,356.12
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,2017-08-04T17:10:39.0000000,2017-08-12T14:08:40.0000000,2017-09-01T00:00:00.0000000,0,69.90,25.77,95.67,95.67
d22e9fa5731b9e30e8b27afcdc2f8563,756fb9391752dad934e0fe3733378e57,delivered,2018-08-04T23:25:30.0000000,2018-08-13T23:34:42.0000000,2018-09-13T00:00:00.0000000,0,99.00,22.62,121.62,121.62
ee64d42b8cf066f35eac1cf57de1aa85,caded193e8e47b8362864762a83db3c5,shipped,2018-06-04T16:44:48.0000000,,2018-06-28T00:00:00.0000000,0,14.49,7.87,22.36,22.36
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,2017-05-18T13:55:47.0000000,2017-05-29T12:47:20.0000000,2017-06-09T00:00:00.0000000,0,139.00,14.72,153.72,153.72
d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,delivered,2017-05-14T20:28:25.0000000,2017-05-25T09:14:31.0000000,2017-06-12T00:00:00.0000000,0,36.90,17.92,54.82,54.82
25f4376934e13d3508486352e11a5db0,12fd2740039676063a874b9567dfa651,delivered,2018-05-17T16:59:11.0000000,2018-05-21T15:22:11.0000000,2018-05-25T00:00:00.0000000,0,69.90,12.43,82.33,82.33
5820a1100976432c7968a52da59e9364,2b56e94c2f66f2d97cfa63356f69cee8,delivered,2018-07-29T11:24:17.0000000,2018-08-02T22:09:11.0000000,2018-08-13T00:00:00.0000000,0,33.90,18.34,52.24,52.24
2ce1ad82022c1ba30c2079502ac725aa,7f2178c5d771e17f507d3c1637339298,delivered,2017-08-09T20:19:05.0000000,2017-08-16T17:16:44.0000000,2017-08-31T00:00:00.0000000,0,115.00,15.56,130.56,130.56
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,delivered,2018-02-01T14:02:19.0000000,2018-02-14T13:41:59.0000000,2018-02-23T00:00:00.0000000,0,39.47,13.37,52.84,52.84
47aa4816b27ba60ec948cd019cc1afc1,148348ff65384b4249b762579532e248,delivered,2018-06-26T13:42:52.0000000,2018-07-03T18:37:46.0000000,2018-07-20T00:00:00.0000000,0,53.44,18.47,71.91,71.91
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,delivered,2018-07-26T14:39:59.0000000,2018-07-31T22:26:55.0000000,2018-08-16T00:00:00.0000000,0,120.00,31.04,151.04,151.04
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,delivered,2017-12-15T00:06:10.0000000,2018-01-03T15:09:32.0000000,2018-01-16T00:00:00.0000000,0,369.00,17.33,386.33,386.33
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,delivered,2017-08-31T08:15:24.0000000,2017-09-04T20:59:55.0000000,2017-09-20T00:00:00.0000000,0,38.40,11.85,50.25,50.25
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,delivered,2018-06-11T10:25:52.0000000,2018-06-19T00:31:13.0000000,2018-07-16T00:00:00.0000000,0,119.90,8.78,128.68,128.68
734e7d1bbaeb2ff82521ca0fe6fb6f79,2932d241d1f31e6df6c701d52370ae02,delivered,2018-06-11T08:18:19.0000000,2018-06-14T21:32:21.0000000,2018-07-05T00:00:00.0000000,0,29.99,13.47,43.46,43.46
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,2018-03-09T14:50:15.0000000,2018-04-03T13:28:46.0000000,2018-04-02T00:00:00.0000000,1,45.98,45.70,91.68,91.68
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,delivered,2017-03-13T18:14:36.0000000,2017-04-06T13:37:16.0000000,2017-03-30T00:00:00.0000000,1,84.90,14.36,99.26,99.26
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,2017-06-13T21:11:26.0000000,2017-06-19T18:51:28.0000000,2017-07-06T00:00:00.0000000,0,113.00,28.15,141.15,141.15
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,2017-11-30T22:02:15.0000000,2017-12-05T20:28:40.0000000,2017-12-18T00:00:00.0000000,0,79.90,11.76,91.66,91.66
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,delivered,2018-08-05T13:09:48.0000000,2018-08-10T18:35:40.0000000,2018-08-15T00:00:00.0000000,0,39.90,13.76,53.66,53.66
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,2017-11-15T11:31:41.0000000,2017-11-22T22:41:07.0000000,2017-12-05T00:00:00.0000000,0,299.00,18.34,317.34,317.34
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,2018-02-19T20:31:09.0000000,2018-03-09T22:22:25.0000000,2018-03-13T00:00:00.0000000,0,27.90,15.10,43.00,43.00
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,2018-04-22T08:48:13.0000000,2018-04-24T19:31:58.0000000,2018-05-15T00:00:00.0000000,0,318.00,28.09,346.09,346.09
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,2018-01-07T21:44:54.0000000,2018-01-17T20:26:31.0000000,2018-02-14T00:00:00.0000000,0,659.80,164.96,824.76,824.76
686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,delivered,2018-02-10T13:26:59.0000000,2018-02-20T22:13:08.0000000,2018-03-12T00:00:00.0000000,0,24.89,15.10,39.99,39.99
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,2018-06-18T16:02:23.0000000,2018-06-22T21:18:51.0000000,2018-07-13T00:00:00.0000000,0,339.60,53.00,392.60,392.60
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,delivered,2018-06-13T13:47:39.0000000,2018-06-18T22:32:44.0000000,2018-06-26T00:00:00.0000000,0,42.99,12.03,55.02,55.02
fdf128b3630c21adc9ca4fb8a51b68ec,a9d37ddc8ba4d9f6dbac7d8ec378cc95,delivered,2018-07-15T08:33:19.0000000,2018-07-24T16:41:18.0000000,2018-08-02T00:00:00.0000000,0,27.90,18.30,46.20,46.20
a6aeb116d2cb5013eb8a94585b71ffef,bb2f5e670f7155dc622c57e4b31d0a69,delivered,2017-09-13T14:27:11.0000000,2017-09-16T15:40:08.0000000,2017-09-25T00:00:00.0000000,0,50.00,9.34,59.34,59.34
fa516182d28f96f5f5c651026b0749ee,55e6b290205c84ddd23ddf5eb134efd4,delivered,2018-04-13T08:44:17.0000000,2018-04-19T20:41:45.0000000,2018-05-08T00:00:00.0000000,0,190.00,19.41,209.41,209.41
6abaad69b8b349c3a529b4b91ce18e46,f5618502bee8eafdee72fb6955e2ebdf,delivered,2018-02-15T10:33:30.0000000,2018-02-24T19:15:56.0000000,2018-03-07T00:00:00.0000000,0,42.90,14.10,57.00,57.00
974c1993ab8024d3ed16229183c2308d,a90391a47de936d56c66a5366cba1462,delivered,2017-02-20T11:45:39.0000000,2017-03-09T14:27:58.0000000,2017-03-21T00:00:00.0000000,0,69.90,14.66,84.56,84.56
82bce245b1c9148f8d19a55b9ff70644,388025bec8128ff20ec1a316ed4dcf02,delivered,2017-04-20T17:15:46.0000000,2017-05-10T09:17:55.0000000,2017-05-12T00:00:00.0000000,0,190.00,77.80,267.80,267.80
a910f58086d58b3ae6f37aa712d377b9,afb19a4b667cb708caab312757ec3d3f,delivered,2017-09-15T09:19:48.0000000,2017-09-25T20:14:48.0000000,2017-10-11T00:00:00.0000000,0,113.98,31.68,145.66,145.66
bd4bd0194d6d29f83b8557d4b89b572a,636e15840ab051faa13d3f781b6e4233,delivered,2018-07-28T16:52:55.0000000,2018-08-06T18:44:46.0000000,2018-08-08T00:00:00.0000000,0,24.99,12.84,37.83,37.83
634e8f4c0f6744a626f77f39770ac6aa,05e996469a2bf9559c7122b87e156724,delivered,2017-08-09T18:32:47.0000000,2017-08-16T18:17:54.0000000,2017-08-31T00:00:00.0000000,0,219.00,15.28,234.28,234.28
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,delivered,2018-08-26T22:04:34.0000000,2018-08-29T12:40:53.0000000,2018-08-30T00:00:00.0000000,0,186.00,15.82,201.82,201.82
b8801cccd8068de30112e4f49903d74a,f26a435864aebedff7f7c84f82ee229f,delivered,2017-07-30T03:06:35.0000000,2017-08-01T14:27:31.0000000,2017-08-16T00:00:00.0000000,0,19.99,7.78,27.77,27.77
2711a938db643b3f0b62ee2c8a2784aa,29cb486c739f9774c8eb542e07b56cd2,delivered,2017-12-22T00:17:37.0000000,2018-01-09T19:52:32.0000000,2018-01-19T00:00:00.0000000,0,45.00,14.10,59.10,59.10
3bc77ce8be27211bac313c2daa402d1a,bf141bf67fbe428d558bcf0e018eab60,delivered,2017-04-06T22:39:29.0000000,2017-04-11T12:31:36.0000000,2017-04-27T00:00:00.0000000,0,58.20,8.78,66.98,66.98
10c320f977c6a18f91b2d14be13128c6,b673f0597cb0c4d12778f731045f361a,delivered,2017-05-09T20:48:59.0000000,2017-05-18T13:22:35.0000000,2017-06-01T00:00:00.0000000,0,110.99,21.27,132.26,132.26
0a4a2fccb27bd83a892fa503987a595b,6772a0a230a2667d16c3620f000e1348,delivered,2017-04-20T20:42:44.0000000,2017-05-11T13:07:46.0000000,2017-05-25T00:00:00.0000000,0,38.50,24.84,63.34,63.34
e4de6d53ecff736bc68804b0b6e9f635,9f6618c17568ac301465fe7ad056c674,delivered,2017-10-16T14:56:50.0000000,2017-11-08T21:25:24.0000000,2017-11-21T00:00:00.0000000,0,179.99,51.13,231.12,231.12
6b860b35691d486e45dc98e3514ec5f6,fee181bf648906d1c57f84f216976286,delivered,2017-12-08T09:42:43.0000000,2017-12-19T18:43:35.0000000,2018-01-03T00:00:00.0000000,0,544.00,30.36,574.36,574.36
ec341c54a5ebf8ee0a67a8632aa7579b,df9b032b2ad0fd6bf37dfb48e5f83845,delivered,2017-08-26T16:53:30.0000000,2017-09-08T20:39:56.0000000,2017-09-21T00:00:00.0000000,0,14.82,15.10,29.92,29.92
cadbb3657dac2dbbd5b84b12e7b78aad,93ada7a24817edda9f4ab998fa823d16,delivered,2018-02-27T12:55:42.0000000,2018-03-16T14:59:01.0000000,2018-03-29T00:00:00.0000000,0,394.90,14.89,409.79,409.79
9defaf92cff22420e4e8ef7784815a55,64fb950e760ec8b0db79154a1fa9c1bf,delivered,2018-05-11T13:10:51.0000000,2018-05-21T16:09:55.0000000,2018-06-05T00:00:00.0000000,0,49.90,12.79,62.69,62.69
20e0101b20700188cadb288126949685,48558a50a7ba1aab61891936d2ca7681,delivered,2018-01-22T19:22:22.0000000,2018-02-15T20:08:15.0000000,2018-02-19T00:00:00.0000000,0,89.18,16.38,105.56,105.56
0e782c3705510e717d28907746cbda82,3a897024068ed42a183de61d5727d866,delivered,2018-05-01T08:12:37.0000000,2018-05-04T14:02:26.0000000,2018-05-16T00:00:00.0000000,0,29.99,7.39,37.38,37.38
d3d6788577c9592da441752e8a1dd5e3,8628fac2267e8c8804525da99c10ed0e,delivered,2017-09-19T22:17:15.0000000,2017-10-10T18:43:53.0000000,2017-10-13T00:00:00.0000000,0,58.99,17.66,76.65,76.65
86f21bf63784876b9fd6d35f46581d72,332df68ccac2f2f7d9e11299188f8bce,delivered,2018-04-11T22:32:31.0000000,2018-04-27T23:14:42.0000000,2018-05-21T00:00:00.0000000,0,98.44,22.40,120.84,120.84
8447ff843b2616c50c0ced28ab1dae03,e28dd4261bed9c7ba89ecaf411b88f7c,delivered,2017-12-20T23:45:07.0000000,2018-01-09T18:14:02.0000000,2018-01-22T00:00:00.0000000,0,219.90,18.79,238.69,238.69
f169bd689fb8b32ccd62df9050aebc0b,82f0b75bb50fcb30711e5277e36b3983,delivered,2018-04-22T23:23:18.0000000,2018-04-30T17:57:25.0000000,2018-05-07T00:00:00.0000000,0,759.00,13.08,772.08,772.08
77e9941864fc840be8e4b1ba5347c0f7,3135962ee745ef39b85576df7ddbaa99,delivered,2018-08-03T08:59:39.0000000,2018-08-17T00:49:41.0000000,2018-08-27T00:00:00.0000000,0,65.90,37.37,103.27,103.27
